"datetime","home_team","away_team","home_goal","away_goal","season","stage"
2013-02-12 20:15:00,"Nacional (URU)","Barcelona-EQU","2","2",2013,"group stage"
2013-02-13 22:00:00,"Boca Juniors","Toluca","1","2",2013,"group stage"
2013-02-19 23:45:00,"Toluca","Nacional (URU)","2","3",2013,"group stage"
2013-02-27 19:45:00,"Barcelona-EQU","Boca Juniors","1","2",2013,"group stage"
2013-03-07 00:15:00,"Toluca","Barcelona-EQU","1","1",2013,"group stage"
2013-03-07 21:30:00,"Boca Juniors","Nacional (URU)","0","1",2013,"group stage"
2013-03-13 19:45:00,"Barcelona-EQU","Toluca","0","0",2013,"group stage"
2013-03-14 19:15:00,"Nacional (URU)","Boca Juniors","0","1",2013,"group stage"
2013-04-03 19:45:00,"Boca Juniors","Barcelona-EQU","1","0",2013,"group stage"
2013-04-04 19:15:00,"Nacional (URU)","Toluca","4","0",2013,"group stage"
2013-04-17 19:45:00,"Barcelona-EQU","Nacional (URU)","1","0",2013,"group stage"
2013-04-17 19:45:00,"Toluca","Boca Juniors","3","2",2013,"group stage"
2013-02-14 22:00:00,"Palmeiras","Sporting Cristal","2","1",2013,"group stage"
2013-02-21 21:30:00,"Tigre","Libertad","0","2",2013,"group stage"
2013-02-28 17:00:00,"Sporting Cristal","Tigre","2","0",2013,"group stage"
2013-02-28 19:15:00,"Libertad","Palmeiras","2","0",2013,"group stage"
2013-03-06 19:45:00,"Libertad","Sporting Cristal","2","2",2013,"group stage"
2013-03-06 19:45:00,"Tigre","Palmeiras","1","0",2013,"group stage"
2013-03-12 19:15:00,"Sporting Cristal","Libertad","1","1",2013,"group stage"
2013-04-02 21:30:00,"Palmeiras","Tigre","2","0",2013,"group stage"
2013-04-09 21:30:00,"Tigre","Sporting Cristal","3","1",2013,"group stage"
2013-04-11 19:15:00,"Palmeiras","Libertad","1","0",2013,"group stage"
2013-04-18 19:45:00,"Libertad","Tigre","3","5",2013,"group stage"
2013-04-18 19:45:00,"Sporting Cristal","Palmeiras","1","0",2013,"group stage"
2013-02-13 22:00:00,"Atlético-MG","São Paulo","2","1",2013,"group stage"
2013-02-14 22:00:00,"The Strongest","Arsenal Sarandí","2","1",2013,"group stage"
2013-02-26 21:45:00,"Arsenal Sarandí","Atlético-MG","2","5",2013,"group stage"
2013-02-28 21:30:00,"São Paulo","The Strongest","2","1",2013,"group stage"
2013-03-07 19:15:00,"São Paulo","Arsenal Sarandí","1","1",2013,"group stage"
2013-03-07 21:30:00,"Atlético-MG","The Strongest","2","1",2013,"group stage"
2013-03-13 22:00:00,"The Strongest","Atlético-MG","1","2",2013,"group stage"
2013-03-14 21:30:00,"Arsenal Sarandí","São Paulo","2","1",2013,"group stage"
2013-04-03 22:00:00,"Atlético-MG","Arsenal Sarandí","5","2",2013,"group stage"
2013-04-04 21:30:00,"The Strongest","São Paulo","2","1",2013,"group stage"
2013-04-17 22:00:00,"Arsenal Sarandí","The Strongest","2","1",2013,"group stage"
2013-04-17 22:00:00,"São Paulo","Atlético-MG","2","0",2013,"group stage"
2013-02-12 22:30:00,"Emelec","Vélez Sarsfield","1","0",2013,"group stage"
2013-02-13 19:30:00,"Deportes Iquique","Peñarol","1","2",2013,"group stage"
2013-02-19 19:15:00,"Peñarol","Emelec","1","0",2013,"group stage"
2013-02-20 19:45:00,"Vélez Sarsfield","Deportes Iquique","3","0",2013,"group stage"
2013-02-26 19:30:00,"Peñarol","Vélez Sarsfield","0","1",2013,"group stage"
2013-02-27 19:45:00,"Deportes Iquique","Emelec","2","0",2013,"group stage"
2013-03-05 23:45:00,"Emelec","Deportes Iquique","2","1",2013,"group stage"
2013-03-12 19:15:00,"Vélez Sarsfield","Peñarol","3","1",2013,"group stage"
2013-04-02 19:15:00,"Deportes Iquique","Vélez Sarsfield","1","3",2013,"group stage"
2013-04-02 23:45:00,"Emelec","Peñarol","2","0",2013,"group stage"
2013-04-09 19:15:00,"Peñarol","Deportes Iquique","3","0",2013,"group stage"
2013-04-09 19:15:00,"Vélez Sarsfield","Emelec","0","0",2013,"group stage"
2013-02-19 21:30:00,"Millonarios","Tijuana","0","1",2013,"group stage"
2013-02-20 22:00:00,"San José","Corinthians","1","1",2013,"group stage"
2013-02-27 00:15:00,"Tijuana","San José","4","0",2013,"group stage"
2013-02-27 22:00:00,"Corinthians","Millonarios","2","0",2013,"group stage"
2013-03-05 21:30:00,"Millonarios","San José","2","1",2013,"group stage"
2013-03-06 22:00:00,"Tijuana","Corinthians","1","0",2013,"group stage"
2013-03-13 22:00:00,"Corinthians","Tijuana","3","0",2013,"group stage"
2013-03-14 21:30:00,"San José","Millonarios","2","0",2013,"group stage"
2013-04-03 19:45:00,"San José","Tijuana","1","1",2013,"group stage"
2013-04-03 22:00:00,"Millonarios","Corinthians","0","1",2013,"group stage"
2013-04-10 22:00:00,"Corinthians","San José","3","0",2013,"group stage"
2013-04-10 22:00:00,"Tijuana","Millonarios","1","0",2013,"group stage"
2013-02-14 00:15:00,"Real Atlético","Ind. Santa Fe","1","1",2013,"group stage"
2013-02-15 00:15:00,"Deportes Tolima","Cerro Porteño","2","1",2013,"group stage"
2013-02-21 19:15:00,"Cerro Porteño","Real Atlético","0","1",2013,"group stage"
2013-02-21 21:30:00,"Ind. Santa Fe","Deportes Tolima","1","1",2013,"group stage"
2013-02-26 21:45:00,"Deportes Tolima","Real Atlético","0","1",2013,"group stage"
2013-03-07 19:15:00,"Cerro Porteño","Ind. Santa Fe","1","2",2013,"group stage"
2013-04-02 19:15:00,"Real Atlético","Deportes Tolima","0","3",2013,"group stage"
2013-04-02 21:30:00,"Ind. Santa Fe","Cerro Porteño","1","0",2013,"group stage"
2013-04-09 21:30:00,"Deportes Tolima","Ind. Santa Fe","1","2",2013,"group stage"
2013-04-10 19:45:00,"Real Atlético","Cerro Porteño","5","1",2013,"group stage"
2013-04-16 21:15:00,"Cerro Porteño","Deportes Tolima","0","0",2013,"group stage"
2013-04-16 21:15:00,"Ind. Santa Fe","Real Atlético","2","0",2013,"group stage"
2013-02-12 22:30:00,"Universidad de Chile","Deportivo Lara","2","0",2013,"group stage"
2013-02-14 19:45:00,"Newells Old Boys","Olimpia-PAR","3","1",2013,"group stage"
2013-02-19 21:30:00,"Olimpia-PAR","Universidad de Chile","3","0",2013,"group stage"
2013-02-21 19:15:00,"Deportivo Lara","Newells Old Boys","2","1",2013,"group stage"
2013-03-05 19:15:00,"Olimpia-PAR","Deportivo Lara","2","2",2013,"group stage"
2013-03-05 19:15:00,"Newells Old Boys","Universidad de Chile","1","2",2013,"group stage"
2013-03-12 21:30:00,"Universidad de Chile","Newells Old Boys","0","2",2013,"group stage"
2013-03-13 19:45:00,"Deportivo Lara","Olimpia-PAR","1","5",2013,"group stage"
2013-04-04 19:15:00,"Newells Old Boys","Deportivo Lara","3","1",2013,"group stage"
2013-04-04 21:30:00,"Universidad de Chile","Olimpia-PAR","0","1",2013,"group stage"
2013-04-11 21:30:00,"Deportivo Lara","Universidad de Chile","2","3",2013,"group stage"
2013-04-11 21:30:00,"Olimpia-PAR","Newells Old Boys","4","1",2013,"group stage"
2013-02-13 22:00:00,"Caracas","Fluminense","0","1",2013,"group stage"
2013-02-14 19:45:00,"Grêmio","Huachipato","1","2",2013,"group stage"
2013-02-20 19:45:00,"Huachipato","Caracas","1","3",2013,"group stage"
2013-02-20 22:00:00,"Fluminense","Grêmio","0","3",2013,"group stage"
2013-02-27 22:00:00,"Huachipato","Fluminense","1","2",2013,"group stage"
2013-03-05 21:30:00,"Grêmio","Caracas","4","1",2013,"group stage"
2013-03-06 22:00:00,"Fluminense","Huachipato","1","1",2013,"group stage"
2013-03-12 21:30:00,"Caracas","Grêmio","2","1",2013,"group stage"
2013-04-03 19:45:00,"Caracas","Huachipato","0","4",2013,"group stage"
2013-04-10 22:00:00,"Grêmio","Fluminense","0","0",2013,"group stage"
2013-04-18 22:00:00,"Huachipato","Grêmio","1","1",2013,"group stage"
2013-04-18 22:00:00,"Fluminense","Caracas","1","0",2013,"group stage"
2013-07-17 21:50:00,"Olimpia-PAR","Atlético-MG","2","0",2013,"final"
2013-07-24 21:50:00,"Atlético-MG","Olimpia-PAR","2","0",2013,"final"
2013-07-03 21:50:00,"Newells Old Boys","Atlético-MG","2","0",2013,"semifinals"
2013-07-10 21:50:00,"Atlético-MG","Newells Old Boys","2","0",2013,"semifinals"
2013-07-02 21:50:00,"Olimpia-PAR","Ind. Santa Fe","2","0",2013,"semifinals"
2013-07-09 21:50:00,"Ind. Santa Fe","Olimpia-PAR","1","0",2013,"semifinals"
2013-05-23 21:30:00,"Tijuana","Atlético-MG","2","2",2013,"quarterfinals"
2013-05-30 22:00:00,"Atlético-MG","Tijuana","1","1",2013,"quarterfinals"
2013-05-23 21:30:00,"Boca Juniors","Newells Old Boys","0","0",2013,"quarterfinals"
2013-05-29 19:30:00,"Newells Old Boys","Boca Juniors","0","0",2013,"quarterfinals"
2013-05-22 19:45:00,"Real Atlético","Ind. Santa Fe","1","3",2013,"quarterfinals"
2013-05-28 22:00:00,"Ind. Santa Fe","Real Atlético","2","0",2013,"quarterfinals"
2013-05-22 22:00:00,"Fluminense","Olimpia-PAR","0","0",2013,"quarterfinals"
2013-05-29 22:00:00,"Olimpia-PAR","Fluminense","2","1",2013,"quarterfinals"
2013-05-02 20:15:00,"São Paulo","Atlético-MG","1","2",2013,"round of 16"
2013-05-08 22:00:00,"Atlético-MG","São Paulo","4","1",2013,"round of 16"
2013-04-30 22:30:00,"Tijuana","Palmeiras","0","0",2013,"round of 16"
2013-05-14 22:00:00,"Palmeiras","Tijuana","1","2",2013,"round of 16"
2013-05-01 21:50:00,"Boca Juniors","Corinthians","1","0",2013,"round of 16"
2013-05-15 22:00:00,"Corinthians","Boca Juniors","1","1",2013,"round of 16"
2013-04-24 21:15:00,"Newells Old Boys","Vélez Sarsfield","0","1",2013,"round of 16"
2013-05-15 19:15:00,"Vélez Sarsfield","Newells Old Boys","1","2",2013,"round of 16"
2013-05-01 19:30:00,"Grêmio","Ind. Santa Fe","2","1",2013,"round of 16"
2013-05-16 22:30:00,"Ind. Santa Fe","Grêmio","1","0",2013,"round of 16"
2013-04-25 22:15:00,"Real Atlético","Nacional (URU)","1","0",2013,"round of 16"
2013-05-09 21:15:00,"Nacional (URU)","Real Atlético","1","0",2013,"round of 16"
2013-04-30 20:15:00,"Tigre","Olimpia-PAR","2","1",2013,"round of 16"
2013-05-16 20:00:00,"Olimpia-PAR","Tigre","2","0",2013,"round of 16"
2013-05-02 22:30:00,"Emelec","Fluminense","2","1",2013,"round of 16"
2013-05-08 22:00:00,"Fluminense","Emelec","2","0",2013,"round of 16"
2014-02-12 00:30:00,"Universitario (PER)","Vélez Sarsfield","0","1",2014,"group stage"
2014-02-13 20:00:00,"Atlético-PR","The Strongest","1","0",2014,"group stage"
2014-02-20 21:15:00,"The Strongest","Universitario (PER)","1","0",2014,"group stage"
2014-02-25 19:45:00,"Vélez Sarsfield","Atlético-PR","2","0",2014,"group stage"
2014-03-11 21:15:00,"The Strongest","Vélez Sarsfield","2","0",2014,"group stage"
2014-03-13 23:30:00,"Universitario (PER)","Atlético-PR","0","1",2014,"group stage"
2014-03-18 22:00:00,"Vélez Sarsfield","The Strongest","2","0",2014,"group stage"
2014-03-20 17:30:00,"Atlético-PR","Universitario (PER)","3","0",2014,"group stage"
2014-03-26 22:00:00,"Atlético-PR","Vélez Sarsfield","1","3",2014,"group stage"
2014-03-27 23:00:00,"Universitario (PER)","The Strongest","3","3",2014,"group stage"
2014-04-08 19:45:00,"Vélez Sarsfield","Universitario (PER)","1","0",2014,"group stage"
2014-04-08 19:45:00,"The Strongest","Atlético-PR","2","1",2014,"group stage"
2014-02-11 20:00:00,"Botafogo","San Lorenzo","2","0",2014,"group stage"
2014-02-18 22:30:00,"Independiente Del Valle","Unión Española","2","2",2014,"group stage"
2014-02-26 19:45:00,"Unión Española","Botafogo","1","1",2014,"group stage"
2014-02-27 19:30:00,"San Lorenzo","Independiente Del Valle","1","0",2014,"group stage"
2014-03-12 19:45:00,"Independiente Del Valle","Botafogo","2","1",2014,"group stage"
2014-03-12 19:45:00,"San Lorenzo","Unión Española","1","1",2014,"group stage"
2014-03-18 22:00:00,"Botafogo","Independiente Del Valle","1","0",2014,"group stage"
2014-03-20 22:00:00,"Unión Española","San Lorenzo","1","0",2014,"group stage"
2014-03-27 20:45:00,"Independiente Del Valle","San Lorenzo","1","1",2014,"group stage"
2014-04-02 19:45:00,"Botafogo","Unión Española","0","1",2014,"group stage"
2014-04-09 22:00:00,"Unión Española","Independiente Del Valle","4","5",2014,"group stage"
2014-04-09 22:00:00,"San Lorenzo","Botafogo","3","0",2014,"group stage"
2014-02-13 00:15:00,"Deportivo Cali","Cerro Porteño","1","0",2014,"group stage"
2014-02-13 22:15:00,"Lanús","O'Higgins","0","0",2014,"group stage"
2014-02-19 21:45:00,"O'Higgins","Deportivo Cali","1","0",2014,"group stage"
2014-02-26 19:45:00,"Cerro Porteño","Lanús","3","1",2014,"group stage"
2014-03-13 21:15:00,"O'Higgins","Cerro Porteño","2","2",2014,"group stage"
2014-03-13 23:30:00,"Deportivo Cali","Lanús","2","1",2014,"group stage"
2014-03-20 19:45:00,"Lanús","Deportivo Cali","2","0",2014,"group stage"
2014-03-20 19:45:00,"Cerro Porteño","O'Higgins","2","1",2014,"group stage"
2014-03-26 22:00:00,"Deportivo Cali","O'Higgins","1","1",2014,"group stage"
2014-03-27 18:30:00,"Lanús","Cerro Porteño","2","0",2014,"group stage"
2014-04-08 22:00:00,"Cerro Porteño","Deportivo Cali","3","2",2014,"group stage"
2014-04-08 22:00:00,"O'Higgins","Lanús","0","0",2014,"group stage"
2014-02-11 22:15:00,"Zamora","Atlético-MG","0","1",2014,"group stage"
2014-02-12 00:30:00,"Ind. Santa Fe","Nacional (PAR)","3","1",2014,"group stage"
2014-02-20 20:00:00,"Nacional (PAR)","Zamora","1","0",2014,"group stage"
2014-02-26 22:00:00,"Atlético-MG","Ind. Santa Fe","2","1",2014,"group stage"
2014-03-12 22:00:00,"Nacional (PAR)","Atlético-MG","2","2",2014,"group stage"
2014-03-12 22:00:00,"Zamora","Ind. Santa Fe","2","1",2014,"group stage"
2014-03-18 22:00:00,"Ind. Santa Fe","Zamora","2","2",2014,"group stage"
2014-03-19 19:45:00,"Atlético-MG","Nacional (PAR)","1","1",2014,"group stage"
2014-03-25 20:45:00,"Zamora","Nacional (PAR)","2","0",2014,"group stage"
2014-04-03 23:00:00,"Ind. Santa Fe","Atlético-MG","1","1",2014,"group stage"
2014-04-10 17:30:00,"Atlético-MG","Zamora","1","0",2014,"group stage"
2014-04-10 17:30:00,"Nacional (PAR)","Ind. Santa Fe","3","2",2014,"group stage"
2014-02-12 22:00:00,"Real Garcilaso","Cruzeiro","2","1",2014,"group stage"
2014-02-13 20:00:00,"Universidad de Chile","Defensor Sporting","1","0",2014,"group stage"
2014-02-19 19:30:00,"Defensor Sporting","Real Garcilaso","4","1",2014,"group stage"
2014-02-25 17:30:00,"Cruzeiro","Universidad de Chile","5","1",2014,"group stage"
2014-03-11 19:00:00,"Defensor Sporting","Cruzeiro","2","0",2014,"group stage"
2014-03-11 23:30:00,"Real Garcilaso","Universidad de Chile","1","2",2014,"group stage"
2014-03-18 19:45:00,"Universidad de Chile","Real Garcilaso","1","0",2014,"group stage"
2014-03-20 22:00:00,"Cruzeiro","Defensor Sporting","2","2",2014,"group stage"
2014-04-01 21:00:00,"Real Garcilaso","Defensor Sporting","0","2",2014,"group stage"
2014-04-03 20:45:00,"Universidad de Chile","Cruzeiro","0","2",2014,"group stage"
2014-04-09 22:00:00,"Cruzeiro","Real Garcilaso","3","0",2014,"group stage"
2014-04-09 22:00:00,"Defensor Sporting","Universidad de Chile","1","1",2014,"group stage"
2014-02-13 22:15:00,"Nacional (URU)","Grêmio","0","1",2014,"group stage"
2014-02-14 00:30:00,"Atlético Nacional","Newells Old Boys","1","0",2014,"group stage"
2014-02-25 22:00:00,"Grêmio","Atlético Nacional","3","0",2014,"group stage"
2014-02-27 21:45:00,"Newells Old Boys","Nacional (URU)","4","0",2014,"group stage"
2014-03-11 21:15:00,"Atlético Nacional","Nacional (URU)","2","2",2014,"group stage"
2014-03-13 21:15:00,"Grêmio","Newells Old Boys","0","0",2014,"group stage"
2014-03-18 19:45:00,"Nacional (URU)","Atlético Nacional","0","1",2014,"group stage"
2014-03-19 22:00:00,"Newells Old Boys","Grêmio","1","1",2014,"group stage"
2014-03-26 19:45:00,"Nacional (URU)","Newells Old Boys","2","4",2014,"group stage"
2014-04-02 22:00:00,"Atlético Nacional","Grêmio","0","2",2014,"group stage"
2014-04-10 22:00:00,"Newells Old Boys","Atlético Nacional","1","3",2014,"group stage"
2014-04-10 22:00:00,"Grêmio","Nacional (URU)","1","0",2014,"group stage"
2014-02-12 22:00:00,"León","Flamengo","2","1",2014,"group stage"
2014-02-14 00:30:00,"Emelec","Bolívar","2","1",2014,"group stage"
2014-02-19 21:45:00,"Bolívar","León","1","1",2014,"group stage"
2014-02-26 22:00:00,"Flamengo","Emelec","3","1",2014,"group stage"
2014-03-11 23:30:00,"Emelec","León","2","1",2014,"group stage"
2014-03-12 22:00:00,"Flamengo","Bolívar","2","2",2014,"group stage"
2014-03-19 22:00:00,"Bolívar","Flamengo","1","0",2014,"group stage"
2014-03-19 22:00:00,"León","Emelec","3","0",2014,"group stage"
2014-03-27 00:15:00,"León","Bolívar","0","1",2014,"group stage"
2014-04-02 22:00:00,"Emelec","Flamengo","1","2",2014,"group stage"
2014-04-09 19:45:00,"Flamengo","León","2","3",2014,"group stage"
2014-04-09 19:45:00,"Bolívar","Emelec","2","1",2014,"group stage"
2014-02-11 22:15:00,"Santos Laguna","Arsenal Sarandí","1","0",2014,"group stage"
2014-02-12 19:45:00,"Deportivo Anzoátegui","Peñarol","1","1",2014,"group stage"
2014-02-18 20:15:00,"Peñarol","Santos Laguna","0","2",2014,"group stage"
2014-02-25 22:00:00,"Arsenal Sarandí","Deportivo Anzoátegui","3","0",2014,"group stage"
2014-03-11 21:15:00,"Deportivo Anzoátegui","Santos Laguna","1","1",2014,"group stage"
2014-03-13 19:00:00,"Arsenal Sarandí","Peñarol","1","0",2014,"group stage"
2014-03-19 00:15:00,"Santos Laguna","Deportivo Anzoátegui","3","0",2014,"group stage"
2014-03-19 19:45:00,"Peñarol","Arsenal Sarandí","2","1",2014,"group stage"
2014-03-25 23:00:00,"Santos Laguna","Peñarol","4","1",2014,"group stage"
2014-03-26 19:45:00,"Deportivo Anzoátegui","Arsenal Sarandí","1","3",2014,"group stage"
2014-04-10 19:45:00,"Peñarol","Deportivo Anzoátegui","1","1",2014,"group stage"
2014-04-10 19:45:00,"Arsenal Sarandí","Santos Laguna","3","0",2014,"group stage"
2014-08-06 21:15:00,"Nacional (PAR)","San Lorenzo","1","1",2014,"final"
2014-08-13 21:15:00,"San Lorenzo","Nacional (PAR)","1","0",2014,"final"
2014-07-22 21:15:00,"Nacional (PAR)","Defensor Sporting","2","0",2014,"semifinals"
2014-07-29 21:15:00,"Defensor Sporting","Nacional (PAR)","1","0",2014,"semifinals"
2014-07-23 19:45:00,"San Lorenzo","Bolívar","5","0",2014,"semifinals"
2014-07-30 21:15:00,"Bolívar","San Lorenzo","1","0",2014,"semifinals"
2014-05-07 19:45:00,"Nacional (PAR)","Arsenal Sarandí","1","0",2014,"quarterfinals"
2014-05-14 19:30:00,"Arsenal Sarandí","Nacional (PAR)","0","0",2014,"quarterfinals"
2014-05-08 22:00:00,"Atlético Nacional","Defensor Sporting","0","2",2014,"quarterfinals"
2014-05-15 22:00:00,"Defensor Sporting","Atlético Nacional","1","0",2014,"quarterfinals"
2014-05-07 22:00:00,"San Lorenzo","Cruzeiro","1","0",2014,"quarterfinals"
2014-05-14 22:00:00,"Cruzeiro","San Lorenzo","1","1",2014,"quarterfinals"
2014-05-08 19:45:00,"Lanús","Bolívar","1","1",2014,"quarterfinals"
2014-05-15 19:30:00,"Bolívar","Lanús","1","0",2014,"quarterfinals"
2014-04-23 19:45:00,"Nacional (PAR)","Vélez Sarsfield","1","0",2014,"round of 16"
2014-04-29 21:45:00,"Vélez Sarsfield","Nacional (PAR)","2","2",2014,"round of 16"
2014-04-24 21:15:00,"Arsenal Sarandí","Unión Española","0","0",2014,"round of 16"
2014-04-30 19:30:00,"Unión Española","Arsenal Sarandí","0","1",2014,"round of 16"
2014-04-23 22:00:00,"Atlético Nacional","Atlético-MG","1","0",2014,"round of 16"
2014-05-01 19:15:00,"Atlético-MG","Atlético Nacional","1","1",2014,"round of 16"
2014-04-17 21:15:00,"The Strongest","Defensor Sporting","2","0",2014,"round of 16"
2014-04-29 19:15:00,"Defensor Sporting","The Strongest","2","0",2014,"round of 16"
2014-04-23 22:00:00,"San Lorenzo","Grêmio","1","0",2014,"round of 16"
2014-04-30 22:00:00,"Grêmio","San Lorenzo","1","0",2014,"round of 16"
2014-04-16 22:00:00,"Cruzeiro","Cerro Porteño","1","1",2014,"round of 16"
2014-04-30 22:00:00,"Cerro Porteño","Cruzeiro","0","2",2014,"round of 16"
2014-04-16 19:45:00,"Lanús","Santos Laguna","2","1",2014,"round of 16"
2014-04-24 00:10:00,"Santos Laguna","Lanús","0","2",2014,"round of 16"
2014-04-16 22:00:00,"León","Bolívar","2","2",2014,"round of 16"
2014-04-22 21:15:00,"Bolívar","León","1","1",2014,"round of 16"
2015-02-18 00:45:00,"Atlas","Ind. Santa Fe","0","1",2015,"group stage"
2015-02-18 22:00:00,"Colo-Colo","Atlético-MG","2","0",2015,"group stage"
2015-02-25 19:45:00,"Atlético-MG","Atlas","0","1",2015,"group stage"
2015-02-26 22:30:00,"Ind. Santa Fe","Colo-Colo","3","1",2015,"group stage"
2015-03-04 19:45:00,"Colo-Colo","Atlas","2","0",2015,"group stage"
2015-03-18 22:00:00,"Ind. Santa Fe","Atlético-MG","0","1",2015,"group stage"
2015-04-07 23:15:00,"Atlas","Colo-Colo","1","3",2015,"group stage"
2015-04-09 21:45:00,"Atlético-MG","Ind. Santa Fe","2","0",2015,"group stage"
2015-04-15 22:00:00,"Atlas","Atlético-MG","1","0",2015,"group stage"
2015-04-15 22:00:00,"Colo-Colo","Ind. Santa Fe","0","3",2015,"group stage"
2015-04-22 19:45:00,"Atlético-MG","Colo-Colo","2","0",2015,"group stage"
2015-04-22 19:45:00,"Ind. Santa Fe","Atlas","3","1",2015,"group stage"
2015-02-18 22:00:00,"Corinthians","São Paulo","2","0",2015,"group stage"
2015-02-19 20:45:00,"Danubio","San Lorenzo","1","2",2015,"group stage"
2015-02-25 22:00:00,"São Paulo","Danubio","4","0",2015,"group stage"
2015-03-04 22:00:00,"San Lorenzo","Corinthians","0","1",2015,"group stage"
2015-03-17 20:00:00,"Danubio","Corinthians","1","2",2015,"group stage"
2015-03-18 22:00:00,"São Paulo","San Lorenzo","1","0",2015,"group stage"
2015-04-01 19:55:00,"San Lorenzo","São Paulo","1","0",2015,"group stage"
2015-04-01 22:00:00,"Corinthians","Danubio","4","0",2015,"group stage"
2015-04-15 22:00:00,"Danubio","São Paulo","1","2",2015,"group stage"
2015-04-16 22:00:00,"Corinthians","San Lorenzo","0","0",2015,"group stage"
2015-04-22 22:00:00,"San Lorenzo","Danubio","0","1",2015,"group stage"
2015-04-22 22:00:00,"São Paulo","Corinthians","2","0",2015,"group stage"
2015-02-24 19:00:00,"Huracán","Mineros de Guaiana","2","2",2015,"group stage"
2015-02-25 22:00:00,"Universitario de Sucre","Cruzeiro","0","0",2015,"group stage"
2015-03-03 19:45:00,"Mineros de Guaiana","Universitario de Sucre","0","1",2015,"group stage"
2015-03-03 22:00:00,"Cruzeiro","Huracán","0","0",2015,"group stage"
2015-03-10 19:30:00,"Universitario de Sucre","Huracán","0","0",2015,"group stage"
2015-03-19 22:15:00,"Mineros de Guaiana","Cruzeiro","0","2",2015,"group stage"
2015-04-08 19:45:00,"Huracán","Universitario de Sucre","1","1",2015,"group stage"
2015-04-08 22:00:00,"Cruzeiro","Mineros de Guaiana","3","0",2015,"group stage"
2015-04-14 19:00:00,"Huracán","Cruzeiro","3","1",2015,"group stage"
2015-04-14 19:00:00,"Universitario de Sucre","Mineros de Guaiana","2","0",2015,"group stage"
2015-04-21 20:30:00,"Cruzeiro","Universitario de Sucre","2","0",2015,"group stage"
2015-04-21 20:30:00,"Mineros de Guaiana","Huracán","3","0",2015,"group stage"
2015-02-17 20:15:00,"Universidad de Chile","Emelec","0","1",2015,"group stage"
2015-02-17 22:30:00,"The Strongest","Internacional","3","1",2015,"group stage"
2015-02-25 00:30:00,"Emelec","The Strongest","3","0",2015,"group stage"
2015-02-26 20:15:00,"Internacional","Universidad de Chile","3","1",2015,"group stage"
2015-03-04 22:00:00,"Internacional","Emelec","3","2",2015,"group stage"
2015-03-05 20:15:00,"Universidad de Chile","The Strongest","3","1",2015,"group stage"
2015-03-17 22:15:00,"The Strongest","Universidad de Chile","5","3",2015,"group stage"
2015-03-18 19:45:00,"Emelec","Internacional","1","1",2015,"group stage"
2015-04-15 17:30:00,"The Strongest","Emelec","1","0",2015,"group stage"
2015-04-16 22:00:00,"Universidad de Chile","Internacional","0","4",2015,"group stage"
2015-04-22 17:30:00,"Emelec","Universidad de Chile","2","0",2015,"group stage"
2015-04-22 17:30:00,"Internacional","The Strongest","1","0",2015,"group stage"
2015-02-17 20:15:00,"Montevideo Wanderers","Zamora","3","2",2015,"group stage"
2015-02-18 20:45:00,"Palestino","Boca Juniors","0","2",2015,"group stage"
2015-02-26 20:15:00,"Boca Juniors","Montevideo Wanderers","2","1",2015,"group stage"
2015-02-26 22:00:00,"Zamora","Palestino","0","1",2015,"group stage"
2015-03-10 19:30:00,"Montevideo Wanderers","Palestino","1","0",2015,"group stage"
2015-03-11 20:00:00,"Boca Juniors","Zamora","5","0",2015,"group stage"
2015-03-17 22:15:00,"Zamora","Boca Juniors","1","5",2015,"group stage"
2015-03-19 20:00:00,"Palestino","Montevideo Wanderers","1","1",2015,"group stage"
2015-04-07 20:00:00,"Palestino","Zamora","4","0",2015,"group stage"
2015-04-09 21:45:00,"Montevideo Wanderers","Boca Juniors","0","3",2015,"group stage"
2015-04-16 19:45:00,"Zamora","Montevideo Wanderers","0","3",2015,"group stage"
