"datetime","home_team","away_team","home_goal","away_goal","season","stage"
2015-04-16 19:45:00,"Boca Juniors","Palestino","2","0",2015,"group stage"
2015-02-19 00:15:00,"Tigres","Juan Aurich","3","0",2015,"group stage"
2015-02-19 23:00:00,"San José","River Plate","2","0",2015,"group stage"
2015-03-05 20:15:00,"River Plate","Tigres","1","1",2015,"group stage"
2015-03-05 22:30:00,"Juan Aurich","San José","2","0",2015,"group stage"
2015-03-11 22:15:00,"San José","Tigres","0","1",2015,"group stage"
2015-03-12 22:15:00,"Juan Aurich","River Plate","1","1",2015,"group stage"
2015-03-18 00:30:00,"Tigres","San José","4","0",2015,"group stage"
2015-03-19 20:00:00,"River Plate","Juan Aurich","1","1",2015,"group stage"
2015-04-07 22:15:00,"San José","Juan Aurich","1","1",2015,"group stage"
2015-04-08 22:00:00,"Tigres","River Plate","2","2",2015,"group stage"
2015-04-15 19:45:00,"River Plate","San José","3","0",2015,"group stage"
2015-04-15 19:45:00,"Juan Aurich","Tigres","4","5",2015,"group stage"
2015-02-19 20:45:00,"Libertad","Atlético Nacional","2","2",2015,"group stage"
2015-02-25 19:45:00,"Estudiantes","Barcelona-EQU","3","0",2015,"group stage"
2015-03-03 19:45:00,"Barcelona-EQU","Libertad","0","1",2015,"group stage"
2015-03-05 22:30:00,"Atlético Nacional","Estudiantes","1","1",2015,"group stage"
2015-03-11 22:15:00,"Barcelona-EQU","Atlético Nacional","1","2",2015,"group stage"
2015-03-12 19:45:00,"Libertad","Estudiantes","1","0",2015,"group stage"
2015-03-18 19:45:00,"Estudiantes","Libertad","1","0",2015,"group stage"
2015-03-19 22:15:00,"Atlético Nacional","Barcelona-EQU","2","3",2015,"group stage"
2015-04-09 19:30:00,"Estudiantes","Atlético Nacional","0","1",2015,"group stage"
2015-04-09 19:30:00,"Libertad","Barcelona-EQU","1","1",2015,"group stage"
2015-04-21 22:45:00,"Atlético Nacional","Libertad","4","0",2015,"group stage"
2015-04-21 22:45:00,"Barcelona-EQU","Estudiantes","0","2",2015,"group stage"
2015-02-17 22:30:00,"Deportivo Táchira","Racing Club","0","5",2015,"group stage"
2015-02-18 19:45:00,"Guaraní (PAR)","Sporting Cristal","2","2",2015,"group stage"
2015-02-24 21:15:00,"Racing Club","Guaraní (PAR)","4","1",2015,"group stage"
2015-02-24 23:30:00,"Sporting Cristal","Deportivo Táchira","1","1",2015,"group stage"
2015-03-10 21:45:00,"Racing Club","Sporting Cristal","1","2",2015,"group stage"
2015-03-10 21:45:00,"Guaraní (PAR)","Deportivo Táchira","5","2",2015,"group stage"
2015-03-17 20:00:00,"Sporting Cristal","Racing Club","0","2",2015,"group stage"
2015-03-18 22:00:00,"Deportivo Táchira","Guaraní (PAR)","1","1",2015,"group stage"
2015-04-07 20:00:00,"Guaraní (PAR)","Racing Club","2","0",2015,"group stage"
2015-04-08 19:45:00,"Deportivo Táchira","Sporting Cristal","0","0",2015,"group stage"
2015-04-14 21:15:00,"Sporting Cristal","Guaraní (PAR)","1","1",2015,"group stage"
2015-04-14 21:15:00,"Racing Club","Deportivo Táchira","3","2",2015,"group stage"
2015-07-29 22:00:00,"Tigres","River Plate","0","0",2015,"final"
2015-08-05 22:00:00,"River Plate","Tigres","3","0",2015,"final"
2015-07-14 21:00:00,"River Plate","Guaraní (PAR)","2","0",2015,"semifinals"
2015-07-21 21:00:00,"Guaraní (PAR)","River Plate","1","1",2015,"semifinals"
2015-07-15 22:00:00,"Internacional","Tigres","2","1",2015,"semifinals"
2015-07-22 22:00:00,"Tigres","Internacional","3","1",2015,"semifinals"
2015-05-21 22:00:00,"River Plate","Cruzeiro","0","1",2015,"quarterfinals"
2015-05-27 22:00:00,"Cruzeiro","River Plate","0","3",2015,"quarterfinals"
2015-05-21 19:45:00,"Guaraní (PAR)","Racing Club","1","0",2015,"quarterfinals"
2015-05-28 21:00:00,"Racing Club","Guaraní (PAR)","0","0",2015,"quarterfinals"
2015-05-19 22:00:00,"Emelec","Tigres","1","0",2015,"quarterfinals"
2015-05-26 22:00:00,"Tigres","Emelec","2","0",2015,"quarterfinals"
2015-05-20 22:00:00,"Ind. Santa Fe","Internacional","1","0",2015,"quarterfinals"
2015-05-27 19:30:00,"Internacional","Ind. Santa Fe","2","0",2015,"quarterfinals"
2015-05-07 21:00:00,"River Plate","Boca Juniors","1","0",2015,"round of 16"
2015-05-14 21:00:00,"Boca Juniors","River Plate","-","-",2015,"round of 16"
2015-05-06 22:00:00,"São Paulo","Cruzeiro","1","0",2015,"round of 16"
2015-05-13 19:30:00,"Cruzeiro","São Paulo","1","0",2015,"round of 16"
2015-05-06 19:45:00,"Guaraní (PAR)","Corinthians","2","0",2015,"round of 16"
2015-05-13 22:00:00,"Corinthians","Guaraní (PAR)","0","1",2015,"round of 16"
2015-05-07 18:45:00,"Montevideo Wanderers","Racing Club","1","1",2015,"round of 16"
2015-05-14 18:30:00,"Racing Club","Montevideo Wanderers","2","1",2015,"round of 16"
2015-04-28 21:30:00,"Universitario de Sucre","Tigres","1","2",2015,"round of 16"
2015-05-05 23:00:00,"Tigres","Universitario de Sucre","1","1",2015,"round of 16"
2015-05-07 23:15:00,"Emelec","Atlético Nacional","2","0",2015,"round of 16"
2015-05-14 23:30:00,"Atlético Nacional","Emelec","1","0",2015,"round of 16"
2015-05-06 22:00:00,"Atlético-MG","Internacional","2","2",2015,"round of 16"
2015-05-13 22:00:00,"Internacional","Atlético-MG","3","1",2015,"round of 16"
2015-05-05 20:45:00,"Estudiantes","Ind. Santa Fe","2","1",2015,"round of 16"
2015-05-12 21:30:00,"Ind. Santa Fe","Estudiantes","2","0",2015,"round of 16"
2016-02-17 19:30:00,"São Paulo","The Strongest","0","1",2016,"group stage"
2016-02-25 21:45:00,"Trujillanos (VEN)","River Plate","0","4",2016,"group stage"
2016-03-02 17:15:00,"The Strongest","Trujillanos (VEN)","2","1",2016,"group stage"
2016-03-10 19:30:00,"River Plate","São Paulo","1","1",2016,"group stage"
2016-03-16 19:30:00,"The Strongest","River Plate","1","1",2016,"group stage"
2016-03-16 19:30:00,"Trujillanos (VEN)","São Paulo","1","1",2016,"group stage"
2016-04-05 21:45:00,"São Paulo","Trujillanos (VEN)","6","0",2016,"group stage"
2016-04-06 19:30:00,"River Plate","The Strongest","6","0",2016,"group stage"
2016-04-12 19:30:00,"Trujillanos (VEN)","The Strongest","2","1",2016,"group stage"
2016-04-13 21:45:00,"São Paulo","River Plate","2","1",2016,"group stage"
2016-04-21 21:45:00,"River Plate","Trujillanos (VEN)","4","3",2016,"group stage"
2016-04-21 21:45:00,"The Strongest","São Paulo","1","1",2016,"group stage"
2016-02-16 21:45:00,"River Plate-URU","Palmeiras","2","2",2016,"group stage"
2016-02-25 19:30:00,"Rosario Central","Nacional (URU)","1","1",2016,"group stage"
2016-03-02 19:30:00,"Nacional (URU)","River Plate-URU","0","0",2016,"group stage"
2016-03-03 21:45:00,"Palmeiras","Rosario Central","2","0",2016,"group stage"
2016-03-09 19:30:00,"Rosario Central","River Plate-URU","4","1",2016,"group stage"
2016-03-09 21:45:00,"Palmeiras","Nacional (URU)","1","2",2016,"group stage"
2016-03-17 19:30:00,"River Plate-URU","Rosario Central","1","3",2016,"group stage"
2016-03-17 21:45:00,"Nacional (URU)","Palmeiras","1","0",2016,"group stage"
2016-04-06 21:45:00,"Rosario Central","Palmeiras","3","3",2016,"group stage"
2016-04-07 19:30:00,"River Plate-URU","Nacional (URU)","2","2",2016,"group stage"
2016-04-14 21:45:00,"Nacional (URU)","Rosario Central","0","2",2016,"group stage"
2016-04-14 21:45:00,"Palmeiras","River Plate-URU","4","0",2016,"group stage"
2016-02-24 19:30:00,"Racing Club","Bolívar","4","1",2016,"group stage"
2016-02-24 21:45:00,"Deportivo Cali","Boca Juniors","0","0",2016,"group stage"
2016-03-03 19:30:00,"Boca Juniors","Racing Club","0","0",2016,"group stage"
2016-03-03 21:45:00,"Bolívar","Deportivo Cali","5","0",2016,"group stage"
2016-03-10 21:45:00,"Bolívar","Boca Juniors","1","1",2016,"group stage"
2016-03-17 21:45:00,"Deportivo Cali","Racing Club","2","2",2016,"group stage"
2016-04-07 19:30:00,"Boca Juniors","Bolívar","3","1",2016,"group stage"
2016-04-07 21:45:00,"Racing Club","Deportivo Cali","4","2",2016,"group stage"
2016-04-13 19:30:00,"Racing Club","Boca Juniors","0","1",2016,"group stage"
2016-04-14 21:45:00,"Deportivo Cali","Bolívar","1","1",2016,"group stage"
2016-04-20 19:30:00,"Boca Juniors","Deportivo Cali","6","2",2016,"group stage"
2016-04-20 19:30:00,"Bolívar","Racing Club","1","1",2016,"group stage"
2016-02-18 22:45:00,"Sporting Cristal","Peñarol","1","1",2016,"group stage"
2016-02-23 21:45:00,"Huracán","Atlético Nacional","0","2",2016,"group stage"
2016-03-01 21:45:00,"Peñarol","Huracán","0","1",2016,"group stage"
2016-03-01 21:45:00,"Atlético Nacional","Sporting Cristal","3","0",2016,"group stage"
2016-03-08 21:45:00,"Atlético Nacional","Peñarol","2","0",2016,"group stage"
2016-03-08 21:45:00,"Sporting Cristal","Huracán","3","2",2016,"group stage"
2016-03-15 21:45:00,"Peñarol","Atlético Nacional","0","4",2016,"group stage"
2016-04-05 19:30:00,"Huracán","Sporting Cristal","4","2",2016,"group stage"
2016-04-12 19:30:00,"Huracán","Peñarol","0","0",2016,"group stage"
2016-04-12 21:45:00,"Sporting Cristal","Atlético Nacional","0","1",2016,"group stage"
2016-04-19 19:30:00,"Peñarol","Sporting Cristal","4","3",2016,"group stage"
2016-04-19 19:30:00,"Atlético Nacional","Huracán","0","0",2016,"group stage"
2016-02-17 21:45:00,"Melgar","Atlético-MG","1","2",2016,"group stage"
2016-02-18 22:45:00,"Independiente del Valle","Colo-Colo","1","1",2016,"group stage"
2016-02-24 19:30:00,"Colo-Colo","Melgar","1","0",2016,"group stage"
2016-02-24 21:45:00,"Atlético-MG","Independiente del Valle","1","0",2016,"group stage"
2016-03-01 17:15:00,"Melgar","Independiente del Valle","0","1",2016,"group stage"
2016-03-10 21:45:00,"Colo-Colo","Atlético-MG","0","0",2016,"group stage"
2016-03-15 19:30:00,"Independiente del Valle","Melgar","2","0",2016,"group stage"
2016-03-16 21:45:00,"Atlético-MG","Colo-Colo","3","0",2016,"group stage"
2016-04-06 21:45:00,"Independiente del Valle","Atlético-MG","3","2",2016,"group stage"
2016-04-07 21:45:00,"Melgar","Colo-Colo","1","2",2016,"group stage"
2016-04-14 19:30:00,"Atlético-MG","Melgar","4","0",2016,"group stage"
2016-04-14 19:30:00,"Colo-Colo","Independiente del Valle","0","0",2016,"group stage"
2016-02-18 00:00:00,"Toluca","Grêmio","2","0",2016,"group stage"
2016-02-23 19:30:00,"LDU","San Lorenzo","2","0",2016,"group stage"
2016-03-02 19:30:00,"San Lorenzo","Toluca","1","1",2016,"group stage"
2016-03-02 21:45:00,"Grêmio","LDU","4","0",2016,"group stage"
2016-03-09 21:45:00,"Grêmio","San Lorenzo","1","1",2016,"group stage"
2016-03-10 21:45:00,"LDU","Toluca","1","2",2016,"group stage"
2016-03-15 21:45:00,"San Lorenzo","Grêmio","1","1",2016,"group stage"
2016-04-05 21:45:00,"Toluca","LDU","2","1",2016,"group stage"
2016-04-12 21:45:00,"Toluca","San Lorenzo","2","1",2016,"group stage"
2016-04-13 21:45:00,"LDU","Grêmio","2","3",2016,"group stage"
2016-04-19 21:45:00,"San Lorenzo","LDU","1","1",2016,"group stage"
2016-04-19 21:45:00,"Grêmio","Toluca","1","0",2016,"group stage"
2016-02-17 00:00:00,"Deportivo Táchira","Olimpia-PAR","2","1",2016,"group stage"
2016-02-19 01:00:00,"Pumas","Emelec","4","2",2016,"group stage"
2016-02-25 21:45:00,"Emelec","Deportivo Táchira","2","0",2016,"group stage"
2016-03-01 19:30:00,"Olimpia-PAR","Pumas","0","2",2016,"group stage"
2016-03-08 19:30:00,"Emelec","Olimpia-PAR","2","2",2016,"group stage"
2016-03-09 21:45:00,"Deportivo Táchira","Pumas","2","0",2016,"group stage"
2016-03-17 19:30:00,"Olimpia-PAR","Emelec","4","2",2016,"group stage"
2016-03-18 00:00:00,"Pumas","Deportivo Táchira","4","1",2016,"group stage"
2016-04-05 19:30:00,"Deportivo Táchira","Emelec","1","0",2016,"group stage"
2016-04-07 00:00:00,"Pumas","Olimpia-PAR","4","1",2016,"group stage"
2016-04-13 19:30:00,"Olimpia-PAR","Deportivo Táchira","4","0",2016,"group stage"
2016-04-13 19:30:00,"Emelec","Pumas","2","3",2016,"group stage"
2016-02-17 00:00:00,"Ind. Santa Fe","Cerro Porteño","0","0",2016,"group stage"
2016-02-17 21:45:00,"Cobresal","Corinthians","0","1",2016,"group stage"
2016-02-25 19:30:00,"Cerro Porteño","Cobresal","2","1",2016,"group stage"
2016-03-02 21:45:00,"Corinthians","Ind. Santa Fe","1","0",2016,"group stage"
2016-03-09 17:15:00,"Cobresal","Ind. Santa Fe","1","2",2016,"group stage"
2016-03-09 19:30:00,"Cerro Porteño","Corinthians","3","2",2016,"group stage"
2016-03-15 19:30:00,"Ind. Santa Fe","Cobresal","3","0",2016,"group stage"
2016-03-16 21:45:00,"Corinthians","Cerro Porteño","2","0",2016,"group stage"
2016-04-06 21:45:00,"Ind. Santa Fe","Corinthians","1","1",2016,"group stage"
2016-04-13 17:15:00,"Cobresal","Cerro Porteño","2","0",2016,"group stage"
2016-04-20 21:45:00,"Corinthians","Cobresal","6","0",2016,"group stage"
2016-04-20 21:45:00,"Cerro Porteño","Ind. Santa Fe","1","0",2016,"group stage"
2016-07-20 21:45:00,"Independiente del Valle","Atlético Nacional","1","1",2016,"final"
2016-07-27 21:45:00,"Atlético Nacional","Independiente del Valle","1","0",2016,"final"
2016-07-06 21:45:00,"São Paulo","Atlético Nacional","0","2",2016,"semifinals"
2016-07-13 21:45:00,"Atlético Nacional","São Paulo","2","1",2016,"semifinals"
2016-07-07 21:45:00,"Independiente del Valle","Boca Juniors","2","1",2016,"semifinals"
2016-07-14 21:45:00,"Boca Juniors","Independiente del Valle","2","3",2016,"semifinals"
2016-05-12 21:45:00,"Rosario Central","Atlético Nacional","1","0",2016,"quarterfinals"
2016-05-19 22:45:00,"Atlético Nacional","Rosario Central","3","1",2016,"quarterfinals"
2016-05-11 21:45:00,"São Paulo","Atlético-MG","1","0",2016,"quarterfinals"
2016-05-18 21:45:00,"Atlético-MG","São Paulo","2","1",2016,"quarterfinals"
2016-05-17 21:45:00,"Independiente del Valle","Pumas","2","1",2016,"quarterfinals"
2016-05-24 21:45:00,"Pumas","Independiente del Valle","2","1",2016,"quarterfinals"
2016-05-12 19:30:00,"Nacional (URU)","Boca Juniors","1","1",2016,"quarterfinals"
2016-05-19 20:15:00,"Boca Juniors","Nacional (URU)","1","1",2016,"quarterfinals"
2016-04-26 19:30:00,"Huracán","Atlético Nacional","0","0",2016,"round of 16"
2016-05-03 21:45:00,"Atlético Nacional","Huracán","4","2",2016,"round of 16"
2016-04-27 21:45:00,"Grêmio","Rosario Central","0","1",2016,"round of 16"
2016-05-05 19:15:00,"Rosario Central","Grêmio","3","0",2016,"round of 16"
2016-04-27 19:30:00,"Racing Club","Atlético-MG","0","0",2016,"round of 16"
2016-05-04 21:45:00,"Atlético-MG","Racing Club","2","1",2016,"round of 16"
2016-04-28 21:45:00,"São Paulo","Toluca","4","0",2016,"round of 16"
2016-05-04 19:15:00,"Toluca","São Paulo","3","1",2016,"round of 16"
2016-04-26 21:45:00,"Deportivo Táchira","Pumas","1","0",2016,"round of 16"
2016-05-03 23:45:00,"Pumas","Deportivo Táchira","2","0",2016,"round of 16"
2016-04-28 19:30:00,"Independiente del Valle","River Plate","2","0",2016,"round of 16"
2016-05-04 19:15:00,"River Plate","Independiente del Valle","1","0",2016,"round of 16"
2016-04-27 21:45:00,"Nacional (URU)","Corinthians","0","0",2016,"round of 16"
2016-05-04 21:45:00,"Corinthians","Nacional (URU)","2","2",2016,"round of 16"
2016-04-28 21:45:00,"Cerro Porteño","Boca Juniors","1","2",2016,"round of 16"
2016-05-05 21:45:00,"Boca Juniors","Cerro Porteño","3","1",2016,"round of 16"
2017-03-14 21:00:00,"Botafogo","Estudiantes","2","1",2017,"group stage"
2017-03-14 21:45:00,"Barcelona-EQU","Atlético Nacional","2","1",2017,"group stage"
2017-04-11 21:00:00,"Estudiantes","Barcelona-EQU","0","2",2017,"group stage"
2017-04-13 21:45:00,"Atlético Nacional","Botafogo","0","2",2017,"group stage"
2017-04-19 19:30:00,"Estudiantes","Atlético Nacional","1","0",2017,"group stage"
2017-04-20 21:45:00,"Barcelona-EQU","Botafogo","1","1",2017,"group stage"
2017-05-02 21:00:00,"Atlético Nacional","Estudiantes","4","1",2017,"group stage"
2017-05-02 21:45:00,"Botafogo","Barcelona-EQU","0","2",2017,"group stage"
2017-05-18 19:30:00,"Barcelona-EQU","Estudiantes","0","3",2017,"group stage"
2017-05-18 21:45:00,"Botafogo","Atlético Nacional","1","0",2017,"group stage"
2017-05-25 21:45:00,"Atlético Nacional","Barcelona-EQU","3","1",2017,"group stage"
2017-05-25 21:45:00,"Estudiantes","Botafogo","1","0",2017,"group stage"
2017-03-09 21:00:00,"The Strongest","Ind. Santa Fe","2","0",2017,"group stage"
2017-03-09 21:45:00,"Sporting Cristal","Santos","1","1",2017,"group stage"
2017-03-16 21:45:00,"Santos","The Strongest","2","0",2017,"group stage"
2017-03-16 21:45:00,"Ind. Santa Fe","Sporting Cristal","3","0",2017,"group stage"
2017-04-18 21:45:00,"Sporting Cristal","The Strongest","0","0",2017,"group stage"
2017-04-19 21:45:00,"Ind. Santa Fe","Santos","0","0",2017,"group stage"
2017-05-04 19:30:00,"The Strongest","Sporting Cristal","5","1",2017,"group stage"
2017-05-04 21:45:00,"Santos","Ind. Santa Fe","3","2",2017,"group stage"
2017-05-17 19:30:00,"Sporting Cristal","Ind. Santa Fe","0","2",2017,"group stage"
2017-05-17 19:30:00,"The Strongest","Santos","1","1",2017,"group stage"
2017-05-23 21:45:00,"Santos","Sporting Cristal","4","0",2017,"group stage"
2017-05-23 21:45:00,"Ind. Santa Fe","The Strongest","1","1",2017,"group stage"
2017-03-14 19:30:00,"Melgar","Emelec","1","0",2017,"group stage"
2017-03-15 21:00:00,"Independiente Medellín","River Plate","1","3",2017,"group stage"
2017-04-13 19:30:00,"Emelec","Independiente Medellín","1","0",2017,"group stage"
2017-04-13 21:00:00,"River Plate","Melgar","4","2",2017,"group stage"
2017-04-20 19:00:00,"Independiente Medellín","Melgar","2","0",2017,"group stage"
2017-04-27 21:00:00,"Emelec","River Plate","1","2",2017,"group stage"
2017-04-26 21:00:00,"Melgar","Independiente Medellín","1","2",2017,"group stage"
2017-05-10 21:00:00,"River Plate","Emelec","1","1",2017,"group stage"
2017-05-16 23:15:00,"Independiente Medellín","Emelec","1","2",2017,"group stage"
2017-05-18 21:00:00,"Melgar","River Plate","2","3",2017,"group stage"
2017-05-25 19:30:00,"Emelec","Melgar","3","0",2017,"group stage"
2017-05-25 19:30:00,"River Plate","Independiente Medellín","1","2",2017,"group stage"
2017-03-07 21:00:00,"Atlético-PR","Universidad Católica","2","2",2017,"group stage"
2017-03-08 21:45:00,"Flamengo","San Lorenzo","4","0",2017,"group stage"
2017-03-15 19:30:00,"San Lorenzo","Atlético-PR","0","1",2017,"group stage"
2017-03-15 21:45:00,"Universidad Católica","Flamengo","1","0",2017,"group stage"
2017-04-12 21:00:00,"Universidad Católica","San Lorenzo","1","1",2017,"group stage"
2017-04-12 21:45:00,"Flamengo","Atlético-PR","2","1",2017,"group stage"
2017-04-25 21:00:00,"San Lorenzo","Universidad Católica","2","1",2017,"group stage"
2017-04-26 21:45:00,"Atlético-PR","Flamengo","2","1",2017,"group stage"
2017-05-03 21:00:00,"Atlético-PR","San Lorenzo","0","3",2017,"group stage"
2017-05-03 21:45:00,"Flamengo","Universidad Católica","3","1",2017,"group stage"
2017-05-17 21:45:00,"San Lorenzo","Flamengo","2","1",2017,"group stage"
2017-05-17 21:45:00,"Universidad Católica","Atlético-PR","2","3",2017,"group stage"
2017-03-07 19:30:00,"Jorge Wilstermann","Peñarol","6","2",2017,"group stage"
2017-03-08 21:45:00,"Atlético Tucumán","Palmeiras","1","1",2017,"group stage"
2017-03-15 21:45:00,"Palmeiras","Jorge Wilstermann","1","0",2017,"group stage"
2017-03-16 21:00:00,"Peñarol","Atlético Tucumán","2","1",2017,"group stage"
2017-04-11 19:30:00,"Jorge Wilstermann","Atlético Tucumán","2","1",2017,"group stage"
2017-04-12 21:45:00,"Palmeiras","Peñarol","3","2",2017,"group stage"
2017-04-25 19:30:00,"Atlético Tucumán","Jorge Wilstermann","2","1",2017,"group stage"
2017-04-26 21:45:00,"Peñarol","Palmeiras","2","3",2017,"group stage"
2017-05-02 19:30:00,"Atlético Tucumán","Peñarol","2","1",2017,"group stage"
2017-05-03 21:45:00,"Jorge Wilstermann","Palmeiras","3","2",2017,"group stage"
2017-05-24 21:45:00,"Palmeiras","Atlético Tucumán","3","1",2017,"group stage"
2017-05-24 21:45:00,"Peñarol","Jorge Wilstermann","2","0",2017,"group stage"
2017-03-08 19:30:00,"Godoy Cruz","Atlético-MG","1","1",2017,"group stage"
2017-03-08 19:30:00,"Sport Boys","Libertad","3","3",2017,"group stage"
2017-04-11 19:30:00,"Libertad","Godoy Cruz","1","2",2017,"group stage"
2017-04-13 19:30:00,"Atlético-MG","Sport Boys","5","2",2017,"group stage"
2017-04-19 21:45:00,"Libertad","Atlético-MG","1","0",2017,"group stage"
2017-04-20 19:30:00,"Godoy Cruz","Sport Boys","2","0",2017,"group stage"
2017-04-26 19:30:00,"Atlético-MG","Libertad","2","0",2017,"group stage"
2017-04-27 21:45:00,"Sport Boys","Godoy Cruz","1","3",2017,"group stage"
2017-05-03 19:30:00,"Sport Boys","Atlético-MG","1","5",2017,"group stage"
2017-05-04 21:00:00,"Godoy Cruz","Libertad","1","1",2017,"group stage"
2017-05-16 21:00:00,"Atlético-MG","Godoy Cruz","4","1",2017,"group stage"
2017-05-16 21:00:00,"Libertad","Sport Boys","1","1",2017,"group stage"
2017-03-07 21:45:00,"Zulia","Chapecoense","1","2",2017,"group stage"
2017-03-09 21:00:00,"Lanús","Nacional (URU)","0","1",2017,"group stage"
2017-03-15 19:30:00,"Nacional (URU)","Zulia","0","1",2017,"group stage"
2017-03-16 19:30:00,"Chapecoense","Lanús","1","3",2017,"group stage"
2017-04-18 21:00:00,"Lanús","Zulia","5","0",2017,"group stage"
2017-04-18 21:45:00,"Chapecoense","Nacional (URU)","1","1",2017,"group stage"
2017-04-27 19:30:00,"Nacional (URU)","Chapecoense","3","0",2017,"group stage"
2017-04-27 19:30:00,"Zulia","Lanús","1","1",2017,"group stage"
2017-05-16 19:30:00,"Zulia","Nacional (URU)","0","0",2017,"group stage"
2017-05-17 21:45:00,"Lanús","Chapecoense","3","0",2017,"group stage"
2017-05-23 19:30:00,"Nacional (URU)","Lanús","0","1",2017,"group stage"
2017-05-23 19:30:00,"Chapecoense","Zulia","2","1",2017,"group stage"
2017-03-07 17:15:00,"Deportes Iquique","Guaraní (PAR)","0","1",2017,"group stage"
2017-03-09 19:30:00,"Zamora","Grêmio","0","2",2017,"group stage"
2017-04-11 21:45:00,"Grêmio","Deportes Iquique","3","2",2017,"group stage"
2017-04-12 19:30:00,"Guaraní (PAR)","Zamora","3","1",2017,"group stage"
2017-04-19 21:00:00,"Zamora","Deportes Iquique","1","4",2017,"group stage"
2017-04-20 19:30:00,"Guaraní (PAR)","Grêmio","1","1",2017,"group stage"
2017-04-25 17:15:00,"Deportes Iquique","Zamora","4","3",2017,"group stage"
2017-04-27 21:45:00,"Grêmio","Guaraní (PAR)","4","1",2017,"group stage"
2017-05-03 19:30:00,"Deportes Iquique","Grêmio","2","1",2017,"group stage"
2017-05-04 21:45:00,"Zamora","Guaraní (PAR)","1","3",2017,"group stage"
2017-05-25 21:45:00,"Grêmio","Zamora","4","0",2017,"group stage"
2017-05-25 21:45:00,"Guaraní (PAR)","Deportes Iquique","0","0",2017,"group stage"
2017-11-22 21:45:00,"Grêmio","Lanús","1","0",2017,"final"
2017-11-29 21:45:00,"Lanús","Grêmio","1","2",2017,"final"
2017-10-24 20:15:00,"River Plate","Lanús","1","0",2017,"semifinals"
2017-10-31 22:15:00,"Lanús","River Plate","4","2",2017,"semifinals"
2017-10-25 21:45:00,"Barcelona-EQU","Grêmio","0","3",2017,"semifinals"
2017-11-01 21:45:00,"Grêmio","Barcelona-EQU","0","1",2017,"semifinals"
2017-09-14 21:45:00,"Jorge Wilstermann","River Plate","3","0",2017,"quarterfinals"
2017-09-21 19:15:00,"River Plate","Jorge Wilstermann","8","0",2017,"quarterfinals"
2017-09-13 19:15:00,"San Lorenzo","Lanús","2","0",2017,"quarterfinals"
2017-09-21 21:45:00,"Lanús","San Lorenzo","2","0",2017,"quarterfinals"
2017-09-13 21:45:00,"Barcelona-EQU","Santos","1","1",2017,"quarterfinals"
2017-09-20 21:45:00,"Santos","Barcelona-EQU","0","1",2017,"quarterfinals"
2017-09-13 21:45:00,"Botafogo","Grêmio","0","0",2017,"quarterfinals"
2017-09-20 21:45:00,"Grêmio","Botafogo","1","0",2017,"quarterfinals"
2017-07-04 21:45:00,"Guaraní (PAR)","River Plate","0","2",2017,"round of 16"
2017-08-08 21:45:00,"River Plate","Guaraní (PAR)","1","1",2017,"round of 16"
2017-07-05 21:45:00,"Jorge Wilstermann","Atlético-MG","1","0",2017,"round of 16"
2017-08-09 21:45:00,"Atlético-MG","Jorge Wilstermann","0","0",2017,"round of 16"
2017-07-06 21:45:00,"Emelec","San Lorenzo","0","1",2017,"round of 16"
2017-08-10 21:45:00,"San Lorenzo","Emelec","0","1",2017,"round of 16"
2017-07-06 19:15:00,"The Strongest","Lanús","1","1",2017,"round of 16"
2017-08-08 19:15:00,"Lanús","The Strongest","1","0",2017,"round of 16"
2017-07-05 19:15:00,"Atlético-PR","Santos","2","3",2017,"round of 16"
2017-08-10 21:45:00,"Santos","Atlético-PR","1","0",2017,"round of 16"
2017-07-05 21:45:00,"Barcelona-EQU","Palmeiras","1","0",2017,"round of 16"
2017-08-09 21:45:00,"Palmeiras","Barcelona-EQU","1","0",2017,"round of 16"
2017-07-06 21:45:00,"Nacional (URU)","Botafogo","0","1",2017,"round of 16"
